host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,price,Host_response_time,Host_reponse_rate,Host_acceptance_rate,Host_is_superhost,Host_identity_verified,Instant_bookable
within an hour,100%,100%,f,Cedar Grove,f,42.28128349,-71.05772779,Apartment,Entire home/apt,6,1.0,2.0,1.0,3,365,7,1,5.0,5.0,4.71,5.0,5.0,4.86,4.86,STR-545354,f,$35.00,Fast,1.0,1.0,False,False,False
within a few hours,80%,62%,f,Jamaica Plain,t,42.32628614,-71.10619268,Other,Private room,1,1.0,1.0,1.0,29,152,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,f,$58.00,Fast,0.8,0.62,False,True,False
within a few hours,80%,62%,f,Jamaica Plain,t,42.32484,-71.10463,Other,Private room,1,1.0,1.0,1.0,29,130,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,$35.00,Fast,0.8,0.62,False,True,False
within an hour,100%,98%,f,Theater District,f,42.29735,-71.08051,Other,Entire home/apt,6,1.0,2.0,4.0,1,1125,8,1,4.56,4.78,4.79,4.7,4.79,4.13,4.56,STR-515555,f,$195.00,Fast,1.0,0.98,False,False,False
within an hour,100%,98%,f,Theater District,f,42.29797,-71.08031,Other,Entire home/apt,6,1.0,2.0,4.0,1,1125,32,3,4.65,4.61,4.79,4.68,4.69,4.25,4.46,STR-515555,f,$268.00,Fast,1.0,0.98,False,False,False
within an hour,100%,98%,t,North End,t,42.36498,-71.05327,House,Entire home/apt,8,2.0,3.0,6.0,2,15,49,2,4.96,4.93,5.0,4.97,4.89,4.99,4.79,STR-537315,f,$914.00,Fast,1.0,0.98,True,True,False
within an hour,100%,93%,t,Jamaica Plain,t,42.30486,-71.12977,Other,Entire home/apt,2,1.0,1.0,1.0,2,120,18,0,4.93,4.98,4.95,4.98,4.98,4.93,4.9,STR-463838,f,$207.00,Fast,1.0,0.93,True,True,False
within an hour,100%,100%,f,Prudential / St. Botolph,t,42.34402553,-71.08337338,Other,Entire home/apt,8,2.0,2.0,3.0,1,365,1,1,5.0,4.0,5.0,5.0,5.0,5.0,5.0,Exempt: This listing is a hotel or motel,t,$449.00,Fast,1.0,1.0,False,True,True
within an hour,100%,46%,t,Beacon Hill,t,42.35919211,-71.06117818,Other,Entire home/apt,1,1.0,1.0,1.0,91,365,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,f,$108.00,Fast,1.0,0.46,True,True,False
within an hour,100%,80%,t,Jeffries Point,t,42.36662,-71.03784,Apartment,Entire home/apt,5,2.0,2.0,2.0,29,1125,8,0,4.96,4.92,4.96,4.92,5.0,4.92,4.71,STR-544991,f,$257.00,Fast,1.0,0.8,True,True,False
within an hour,100%,100%,t,Mattapan,t,42.27724,-71.07475,House,Entire home/apt,14,2.5,7.0,8.0,4,28,9,3,4.88,4.94,4.88,5.0,4.94,4.88,4.81,Str-551845,t,$459.00,Fast,1.0,1.0,True,True,True
within a day,72%,93%,f,Dorchester,t,42.3405,-71.15032,Other,Entire home/apt,4,1.0,2.0,3.0,30,1125,1,0,3.0,2.0,4.0,4.0,4.0,4.0,1.0,,t,$124.00,Moderate,0.72,0.93,False,True,True
within a day,72%,93%,f,Dorchester,t,42.32318,-71.06123,Other,Private room,2,1.0,1.0,1.0,30,1125,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,$54.00,Moderate,0.72,0.93,False,True,True
within a day,72%,93%,f,Dorchester,t,42.33182,-71.11009,Apartment,Entire home/apt,6,2.0,5.0,7.0,30,1125,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,$214.00,Moderate,0.72,0.93,False,True,True
within an hour,100%,100%,t,Hyde Park,t,42.28212,-71.11362,House,Entire home/apt,12,2.5,5.0,8.0,29,1125,0,0,4.87,4.89,4.94,4.98,5.0,4.53,4.82,STR-465354,f,$264.00,Fast,1.0,1.0,True,True,False
within an hour,100%,97%,t,Roxbury,t,42.30718,-71.07884,Other,Entire home/apt,6,1.0,3.0,3.0,3,1125,43,5,4.84,4.87,4.91,4.97,4.96,4.33,4.69,STR-519534,f,$163.00,Fast,1.0,0.97,True,True,False
within an hour,100%,96%,f,East Boston,t,42.30050274,-71.08393977,House,Entire home/apt,4,1.0,1.0,2.0,3,365,6,0,4.83,4.67,4.5,5.0,4.67,4.33,4.67,STR-419049,t,$129.00,Fast,1.0,0.96,False,True,True
within an hour,100%,96%,f,East Boston,t,42.30013,-71.0857,Other,Entire home/apt,4,1.0,1.0,2.0,29,1125,8,0,4.48,4.52,4.36,4.76,4.56,4.25,4.36,STR-419040,f,$85.00,Fast,1.0,0.96,False,True,False
within an hour,100%,99%,f,South End,t,42.34213,-71.08059,Other,Entire home/apt,2,1.0,0.0,1.0,14,365,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,Exempt: This listing is a hotel or motel,t,$298.00,Fast,1.0,0.99,False,True,True
within an hour,100%,100%,f,Roslindale,t,42.28855,-71.12083,Other,Entire home/apt,10,1.0,3.0,1.0,29,1125,11,0,4.78,4.8,4.73,4.98,5.0,4.55,4.73,STR-551818,f,$35.00,Fast,1.0,1.0,False,True,False
within a few hours,98%,69%,t,North End,t,42.35095,-71.04491,Apartment,Entire home/apt,2,1.0,1.0,1.0,29,365,2,0,5.0,4.8,5.0,5.0,5.0,5.0,4.0,Exempt: This listing is a unit used for furnished institutional or business stays,f,$35.00,Fast,0.98,0.69,True,True,False
within an hour,100%,100%,f,Back Bay,t,42.34977,-71.08612,Other,Entire home/apt,4,1.0,1.0,2.0,1,365,15,0,4.72,4.77,4.77,4.91,4.79,4.93,4.56,Exempt: This listing is a hotel or motel,t,$353.00,Fast,1.0,1.0,False,True,True
within an hour,100%,99%,t,Dorchester,t,42.28784,-71.06787,Other,Entire home/apt,5,2.0,3.0,3.0,2,365,43,5,4.98,4.96,5.0,4.98,5.0,4.64,4.94,STR-386945,f,$253.00,Fast,1.0,0.99,True,True,False
within an hour,100%,99%,f,South End,t,42.34219,-71.07872,Other,Entire home/apt,2,1.0,0.0,1.0,14,365,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,Exempt: This listing is a hotel or motel,t,$643.00,Fast,1.0,0.99,False,True,True
within an hour,100%,99%,f,South End,t,42.34218,-71.07845,Other,Entire home/apt,2,1.0,0.0,1.0,14,365,1,0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,Exempt: This listing is a hotel or motel,t,$453.00,Fast,1.0,0.99,False,True,True
within an hour,100%,100%,f,Back Bay,t,42.34929,-71.08407,Other,Entire home/apt,4,1.0,1.0,1.0,1,365,3,0,4.68,4.71,4.96,4.79,4.68,4.89,4.46,Exempt: This listing is a hotel or motel,t,$337.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Back Bay,t,42.348644,-71.085091,Apartment,Entire home/apt,4,1.0,1.0,1.0,1,365,25,2,4.89,4.93,4.82,4.93,4.89,5.0,4.73,Exempt: This listing is a hotel or motel,t,$353.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Back Bay,t,42.348644,-71.085091,Apartment,Entire home/apt,4,1.0,1.0,0.0,1,365,10,0,4.77,4.73,4.87,4.93,4.63,4.9,4.47,Exempt: This listing is a hotel or motel,t,$318.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Back Bay,t,42.34798,-71.08406,Apartment,Entire home/apt,4,1.0,1.0,0.0,1,365,8,1,4.61,4.75,4.81,4.89,4.81,5.0,4.53,Exempt: This listing is a hotel or motel,t,$356.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Back Bay,t,42.34786,-71.08623,Apartment,Entire home/apt,4,1.0,1.0,0.0,1,365,10,3,4.66,4.68,4.61,4.76,4.71,4.95,4.39,Exempt: This listing is a hotel or motel,t,$304.00,Fast,1.0,1.0,False,True,True
within a few hours,100%,0%,f,City Point,t,42.33399,-71.02601,Apartment,Entire home/apt,4,1.0,1.0,1.0,2,32,0,0,4.8,4.73,4.47,4.93,5.0,4.93,4.6,STR-478959,f,$275.00,Fast,1.0,0.0,False,True,False
within a day,100%,93%,t,Stony Brook / Cleary Square,t,42.25041,-71.12739,Other,Private room,2,1.5,1.0,1.0,2,1125,8,0,4.92,4.84,4.92,4.92,5.0,4.6,4.88,STR-468015,f,$75.00,Moderate,1.0,0.93,True,True,False
within an hour,100%,99%,t,Dorchester,t,42.29853,-71.06139,Other,Entire home/apt,16,1.0,8.0,1.0,3,28,14,1,4.86,4.89,4.96,5.0,4.93,4.25,4.54,STR-463794,f,$35.00,Fast,1.0,0.99,True,True,False
within an hour,100%,100%,f,Back Bay,t,42.35938,-71.0701,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,365,23,1,4.78,4.87,4.85,4.83,4.83,4.93,4.57,Exempt: This listing is a hotel or motel,t,$281.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Back Bay,t,42.35925,-71.07145,Other,Entire home/apt,2,1.0,1.0,1.0,1,365,21,0,4.79,4.89,4.85,4.91,4.79,5.0,4.72,Exempt: This listing is a hotel or motel,t,$275.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Back Bay,t,42.358532,-71.070816,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,365,33,3,4.8,4.86,4.71,4.82,4.8,5.0,4.61,Exempt: This listing is a hotel or motel,t,$352.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Boston Theater District,f,42.35512,-71.06225,Apartment,Entire home/apt,4,1.5,2.0,2.0,120,365,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,f,$345.00,Fast,1.0,1.0,False,False,False
within an hour,100%,100%,f,Back Bay,t,42.358532,-71.070816,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,365,15,1,4.51,4.62,4.67,4.79,4.56,5.0,4.26,Exempt: This listing is a hotel or motel,t,$347.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Back Bay,t,42.358532,-71.070816,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,365,26,2,4.73,4.84,4.73,4.95,4.89,4.98,4.63,Exempt: This listing is a hotel or motel,t,$354.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Back Bay,t,42.358532,-71.070816,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,365,17,2,4.92,4.92,4.83,4.96,5.0,4.96,4.75,Exempt: This listing is a hotel or motel,t,$323.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Back Bay,t,42.358532,-71.070816,Apartment,Entire home/apt,4,1.0,1.0,1.0,1,365,17,0,4.82,4.86,4.75,4.86,4.89,5.0,4.75,Exempt: This listing is a hotel or motel,t,$335.00,Fast,1.0,1.0,False,True,True
within an hour,100%,97%,t,Harvard Square,t,42.3614077,-71.06710131,Other,Entire home/apt,4,1.0,3.0,3.0,29,365,2,0,5.0,5.0,5.0,5.0,4.5,5.0,4.5,,f,$180.00,Fast,1.0,0.97,True,True,False
within an hour,100%,98%,f,Roxbury,t,42.30628,-71.07934,Other,Private room,2,1.0,1.0,1.0,29,365,9,0,4.58,4.82,4.64,4.82,4.88,4.24,4.39,Exempt: This listing is a unit used for furnished institutional or business stays,f,$85.00,Fast,1.0,0.98,False,True,False
within an hour,100%,98%,f,Roxbury,t,42.30737,-71.07952,Other,Private room,2,1.0,1.0,1.0,29,365,5,0,4.8,4.89,4.8,4.86,4.82,4.61,4.82,Exempt: This listing is a unit used for furnished institutional or business stays,t,$85.00,Fast,1.0,0.98,False,True,True
within an hour,100%,100%,f,Prudential / St. Botolph,t,42.34407,-71.08135,Other,Entire home/apt,4,2.0,2.0,2.0,1,365,31,2,4.68,4.7,4.7,4.7,4.79,4.91,4.47,Exempt: This listing is a unit used for furnished institutional or business stays,t,$352.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Prudential / St. Botolph,t,42.3448,-71.08348,Other,Entire home/apt,4,2.0,2.0,2.0,29,365,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,Exempt: This listing is a unit used for furnished institutional or business stays,t,$848.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Prudential / St. Botolph,t,42.34362,-71.08186,Other,Entire home/apt,6,2.0,2.0,3.0,29,365,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,Exempt: This listing is a unit used for furnished institutional or business stays,t,$908.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Prudential / St. Botolph,t,42.34558,-71.08182,Other,Entire home/apt,4,2.0,2.0,2.0,1,1000,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Exempt: This listing is a unit used for furnished institutional or business stays,t,$621.00,Fast,1.0,1.0,False,True,True
within an hour,100%,98%,f,Theater District,f,42.35105,-71.06264,Other,Entire home/apt,6,1.0,2.0,2.0,29,365,1,0,4.57,4.0,4.71,3.86,4.29,4.71,4.29,Exempt: This listing is a unit that has contracts with hospitals,f,$257.00,Fast,1.0,0.98,False,False,False
within an hour,100%,46%,t,Beacon Hill,t,42.358196,-71.062347,Apartment,Entire home/apt,2,1.0,1.0,1.0,91,365,0,0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,,t,$125.00,Fast,1.0,0.46,True,True,True
within an hour,98%,100%,f,Beacon Hill,t,42.34344,-71.10094,Other,Entire home/apt,2,1.0,1.0,1.0,1,1125,28,1,4.77,4.77,4.8,4.74,4.72,4.91,4.54,Exempt: This listing is a hotel or motel,t,$370.00,Fast,0.98,1.0,False,True,True
within an hour,98%,100%,f,Beacon Hill,t,42.34462,-71.10219,Other,Entire home/apt,6,3.0,3.0,3.0,1,1125,18,3,4.79,4.84,4.85,4.75,4.82,4.91,4.62,Exempt: This listing is a hotel or motel,t,$977.00,Fast,0.98,1.0,False,True,True
within an hour,98%,100%,f,Beacon Hill,t,42.34431,-71.1009,Other,Entire home/apt,2,1.0,0.0,1.0,1,1125,12,1,4.82,4.79,4.89,4.8,4.84,4.97,4.56,Exempt: This listing is a hotel or motel,t,$286.00,Fast,0.98,1.0,False,True,True
within an hour,98%,100%,f,Beacon Hill,t,42.34407,-71.10296,Other,Entire home/apt,4,2.0,2.0,2.0,1,1125,65,1,4.75,4.71,4.77,4.75,4.72,4.88,4.53,Exempt: This listing is a hotel or motel,t,$587.00,Fast,0.98,1.0,False,True,True
within an hour,100%,99%,f,Boston Theater District,t,42.35071,-71.06519,Other,Entire home/apt,2,1.0,1.0,1.0,1,1125,0,0,4.0,4.0,4.0,3.8,3.6,4.2,3.6,STR-423037,t,$60.00,Fast,1.0,0.99,False,True,True
within an hour,100%,95%,f,Jamaica Plain,t,42.31785,-71.10768,Other,Private room,1,1.0,1.0,0.0,91,1125,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,$53.00,Fast,1.0,0.95,False,True,False
within an hour,100%,96%,f,Dorchester,t,42.31624,-71.0771,Apartment,Entire home/apt,4,2.0,3.0,3.0,1,1125,52,2,4.97,4.94,4.93,4.99,4.99,4.62,4.86,STR-464328,f,$188.00,Fast,1.0,0.96,False,True,False
within an hour,100%,97%,t,Harvard Square,t,42.36017422,-71.06484445,Other,Entire home/apt,3,1.0,1.0,1.0,29,365,2,0,4.5,4.0,4.0,5.0,5.0,5.0,3.5,,f,$99.00,Fast,1.0,0.97,True,True,False
within an hour,98%,100%,f,Beacon Hill,t,42.34479,-71.10123,Other,Entire home/apt,2,1.0,0.0,1.0,1,1125,35,0,4.73,4.77,4.78,4.77,4.71,4.91,4.51,Exempt: This listing is a hotel or motel,t,$335.00,Fast,0.98,1.0,False,True,True
within an hour,98%,100%,f,Beacon Hill,t,42.34303,-71.10301,Other,Entire home/apt,6,2.5,3.0,3.0,29,1125,6,0,4.81,4.85,4.81,4.82,4.85,4.92,4.71,STR-423465,t,"$1,026.00",Fast,0.98,1.0,False,True,True
within an hour,100%,100%,t,Charlestown,t,42.3836,-71.07796,Other,Private room,2,1.0,1.0,1.0,29,365,2,0,5.0,4.93,4.96,5.0,5.0,4.89,4.96,STR-489462,f,$35.00,Fast,1.0,1.0,True,True,False
within an hour,100%,97%,t,Harvard Square,t,42.3610309,-71.06517672,Other,Entire home/apt,3,1.0,3.0,3.0,29,365,3,0,4.5,5.0,5.0,5.0,4.5,5.0,4.5,,f,$175.00,Fast,1.0,0.97,True,True,False
within an hour,100%,97%,t,Harvard Square,t,42.36025333,-71.06739134,Other,Entire home/apt,2,1.0,1.0,2.0,29,365,5,1,4.88,4.88,4.63,5.0,4.88,5.0,4.38,,f,$140.00,Fast,1.0,0.97,True,True,False
within an hour,100%,99%,f,South End,t,42.34072,-71.07939,Other,Entire home/apt,2,1.0,0.0,1.0,14,365,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,$370.00,Fast,1.0,0.99,False,True,True
within an hour,100%,100%,f,Prudential / St. Botolph,t,42.34392748,-71.08314054,Other,Entire home/apt,6,2.0,2.0,2.0,1,1125,16,1,4.69,4.81,4.81,4.94,4.81,5.0,4.63,Exempt: This listing is a hotel or motel,t,$384.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Back Bay,t,42.33672,-71.04591,Other,Private room,2,1.0,1.0,1.0,1,365,7,0,3.78,4.26,4.17,4.96,4.3,4.17,4.0,Exempt: This listing is a hotel or motel,t,$94.00,Fast,1.0,1.0,False,True,True
within an hour,100%,95%,f,Allston-Brighton,t,42.33808,-71.14987,Other,Entire home/apt,4,1.0,1.0,2.0,30,365,6,0,4.63,4.88,4.75,4.63,5.0,4.75,4.5,Exempt: This listing is a unit used for furnished institutional or business stays,f,$169.00,Fast,1.0,0.95,False,True,False
within an hour,100%,100%,f,Back Bay,t,42.34201,-71.05557,Other,Private room,2,2.0,1.0,1.0,2,7,2,0,4.0,4.0,4.0,4.6,4.2,5.0,4.2,Exempt: This listing is a hotel or motel,t,$122.00,Fast,1.0,1.0,False,True,True
within an hour,100%,96%,t,Roxbury,t,42.31607,-71.07184,Apartment,Entire home/apt,4,1.0,2.0,2.0,2,1125,39,2,4.98,4.98,4.95,4.98,5.0,4.61,4.88,STR-489341,f,$194.00,Fast,1.0,0.96,True,True,False
within an hour,99%,93%,f,Brookline,t,42.33608,-71.14968,Other,Entire home/apt,4,1.0,1.0,2.0,29,1125,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,Exempt: This listing is a unit used for furnished institutional or business stays,f,$195.00,Fast,0.99,0.93,False,True,False
within an hour,100%,83%,f,West Roxbury,t,42.27618,-71.16087,Other,Private room,1,1.0,1.0,3.0,7,1125,5,0,4.82,4.82,4.64,4.91,5.0,5.0,4.91,STR-476788,f,$58.00,Fast,1.0,0.83,False,True,False
within a few hours,67%,0%,f,Jamaica Plain,t,42.31666693,-71.10807442,Other,Private room,1,1.0,1.0,1.0,91,240,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,f,$88.00,Fast,0.67,0.0,False,True,False
within an hour,100%,100%,f,Back Bay,t,42.34181,-71.05633,Other,Private room,2,2.0,1.0,1.0,2,7,3,2,4.17,4.25,4.42,4.58,4.75,4.75,4.17,Exempt: This listing is a hotel or motel,t,$123.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Back Bay,t,42.34343,-71.05575,Other,Private room,2,2.0,1.0,1.0,1,7,1,0,3.87,4.07,3.87,4.47,4.13,4.53,3.8,Exempt: This listing is a hotel or motel,t,$121.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Back Bay,t,42.34182,-71.05615,Other,Private room,2,2.0,1.0,1.0,2,7,1,0,3.9,3.71,4.24,4.57,4.19,4.67,3.76,Exempt: This listing is a hotel or motel,t,$126.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Back Bay,t,42.34353,-71.05614,Other,Private room,2,2.0,1.0,1.0,2,7,2,0,3.91,4.14,4.36,4.5,4.36,4.64,4.0,Exempt: This listing is a hotel or motel,t,$115.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Back Bay,t,42.34334062,-71.05602349,Other,Entire home/apt,2,1.0,1.0,1.0,2,365,2,0,3.0,3.57,3.14,4.14,3.86,5.0,3.29,Exempt: This listing is a hotel or motel,t,$128.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Back Bay,t,42.34241,-71.05772,Other,Private room,2,2.0,1.0,1.0,1,365,5,0,4.63,4.79,4.38,4.79,4.67,4.88,4.42,Exempt: This listing is a hotel or motel,t,$118.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Back Bay,t,42.34304599,-71.05572827,Other,Entire home/apt,2,1.0,1.0,1.0,2,365,5,1,4.0,4.33,3.81,4.81,4.38,4.48,4.05,Exempt: This listing is a hotel or motel,t,$125.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Back Bay,t,42.34316,-71.0557,Other,Private room,2,2.0,1.0,1.0,2,365,11,3,4.45,4.66,4.42,4.68,4.61,4.58,4.32,Exempt: This listing is a hotel or motel,t,$123.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Back Bay,t,42.34151,-71.05573,Other,Private room,2,2.0,1.0,1.0,2,365,6,0,4.13,4.33,4.0,4.67,4.47,4.67,4.13,Exempt: This listing is a hotel or motel,t,$123.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Back Bay,t,42.34348,-71.05727,Other,Private room,2,2.0,1.0,1.0,2,365,3,2,4.31,4.5,4.25,4.84,4.5,4.66,4.25,Exempt: This listing is a hotel or motel,t,$124.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,t,Allston,t,42.36124,-71.12376,House,Entire home/apt,4,1.0,1.0,1.0,29,365,2,0,5.0,5.0,4.83,5.0,5.0,5.0,4.67,STR-457198,f,$35.00,Fast,1.0,1.0,True,True,False
within an hour,100%,100%,f,Back Bay,t,42.3431,-71.05742,Other,Private room,2,2.0,1.0,1.0,2,365,1,1,4.0,4.33,4.17,4.92,4.75,4.75,4.25,Exempt: This listing is a hotel or motel,t,$120.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Back Bay,t,42.34177,-71.05555,Other,Private room,2,2.0,1.0,1.0,2,365,1,0,4.28,4.44,4.17,4.56,4.56,4.83,4.5,Exempt: This listing is a hotel or motel,t,$121.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Back Bay,t,42.34311,-71.05769,Other,Private room,2,2.0,1.0,1.0,2,365,0,0,4.0,4.13,4.07,4.8,4.53,4.73,3.8,Exempt: This listing is a hotel or motel,t,$117.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,t,Downtown,t,42.34995,-71.06404,Other,Entire home/apt,2,1.0,1.0,1.0,1,365,191,27,4.78,4.82,4.94,4.87,4.81,4.87,4.6,Exempt: This listing is a hotel or motel,t,$331.00,Fast,1.0,1.0,True,True,True
within an hour,100%,95%,f,Allston-Brighton,t,42.3359,-71.08428,Other,Entire home/apt,4,2.0,2.0,2.0,29,1125,11,0,4.71,4.9,5.0,4.86,4.95,4.48,4.67,Exempt: This listing is a unit used for furnished institutional or business stays,f,$346.00,Fast,1.0,0.95,False,True,False
within an hour,100%,100%,t,Dorchester,t,42.30843,-71.06155,Other,Entire home/apt,5,1.0,2.0,1.0,2,365,24,4,4.7,4.84,4.8,4.95,4.93,4.47,4.7,STR-545050,f,$35.00,Fast,1.0,1.0,True,True,False
within a few hours,98%,69%,t,North End,t,42.35071,-71.04378,Apartment,Entire home/apt,2,1.0,1.0,1.0,29,365,3,0,5.0,4.8,5.0,5.0,4.8,5.0,4.8,Exempt: This listing is a unit used for furnished institutional or business stays,f,$35.00,Fast,0.98,0.69,True,True,False
within an hour,100%,100%,f,Back Bay,t,42.33623,-71.04599,Other,Private room,2,2.0,1.0,1.0,2,365,7,0,4.0,4.67,4.0,4.42,4.46,4.46,3.96,Exempt: This listing is a hotel or motel,t,$97.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Fenway–Kenmore,t,42.35088,-71.09356,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,365,42,3,4.69,4.74,4.77,4.95,4.92,4.84,4.49,STR-476578,f,$172.00,Fast,1.0,1.0,False,True,False
within an hour,100%,100%,f,Back Bay,t,42.33654,-71.04408,Other,Private room,2,2.0,1.0,1.0,2,365,19,2,4.18,4.38,4.22,4.76,4.47,4.6,4.04,Exempt: This listing is a hotel or motel,t,$98.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Back Bay,t,42.33683,-71.04604,Other,Private room,2,2.0,1.0,1.0,2,365,7,0,3.3,4.0,3.6,4.6,4.05,3.95,3.5,Exempt: This listing is a hotel or motel,t,$96.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Back Bay,t,42.33668,-71.04592,Other,Private room,2,2.0,1.0,1.0,2,7,4,0,3.9,4.3,3.9,4.55,4.4,4.5,4.05,Exempt: This listing is a hotel or motel,t,$96.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Back Bay,t,42.33465,-71.04447,Other,Private room,2,2.0,1.0,1.0,2,7,4,0,3.69,4.12,3.88,4.42,4.42,3.81,3.58,,t,$114.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Back Bay,t,42.33651,-71.04555,Other,Private room,2,2.0,1.0,2.0,1,7,9,1,4.48,4.66,4.59,4.93,4.72,4.72,4.45,Exempt: This listing is a hotel or motel,t,$94.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Back Bay,t,42.33462,-71.04459,Other,Private room,2,2.0,1.0,1.0,2,365,11,1,4.03,4.1,4.0,4.77,4.45,4.39,3.94,Exempt: This listing is a hotel or motel,t,$98.00,Fast,1.0,1.0,False,True,True
within an hour,99%,93%,f,Brookline,t,42.33585,-71.08591,Other,Entire home/apt,4,2.0,2.0,2.0,29,1125,4,0,5.0,5.0,5.0,5.0,5.0,4.75,5.0,Exempt: This listing is a unit used for furnished institutional or business stays,f,$382.00,Fast,0.99,0.93,False,True,False
within an hour,100%,100%,f,Back Bay,t,42.33512,-71.04409,Other,Private room,2,2.0,1.0,1.0,2,365,6,0,4.17,4.39,4.0,4.56,4.5,4.5,4.06,Exempt: This listing is a hotel or motel,t,$102.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Back Bay,t,42.33528074,-71.04608726,Other,Entire home/apt,2,1.0,1.0,1.0,2,365,4,0,3.85,4.0,4.0,4.85,4.55,4.7,3.65,Exempt: This listing is a hotel or motel,t,$103.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Back Bay,t,42.3348,-71.04473,Other,Private room,2,2.0,1.0,2.0,2,365,7,0,4.55,4.64,4.32,4.77,4.77,4.55,4.32,Exempt: This listing is a hotel or motel,t,$97.00,Fast,1.0,1.0,False,True,True
within an hour,100%,93%,t,Dorchester,t,42.32062,-71.0568,Other,Private room,1,1.0,1.0,1.0,1,28,35,6,4.78,4.83,4.73,4.84,4.9,4.38,4.66,STR-455882,f,$80.00,Fast,1.0,0.93,True,True,False
within an hour,100%,100%,t,Eagle Hill,t,42.38032,-71.02937,Other,Entire home/apt,2,1.0,1.0,1.0,1,1125,107,11,4.81,4.8,4.84,4.97,4.96,4.57,4.72,STR-519465,f,$108.00,Fast,1.0,1.0,True,True,False
within an hour,100%,100%,f,Roslindale,t,42.28408,-71.13138,House,Entire home/apt,5,1.0,3.0,1.0,29,1125,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,STR-465593,f,$35.00,Fast,1.0,1.0,False,True,False
